1,364920
1,355070
1,353893
1,345052
1,374904
1,377618
1,375903
1,372126
1,375097
1,345420
1,351771
1,347391
1,370373
1,356672
1,365865
1,364005
1,350880
1,420003
1,360148
1,353639
1,363103
1,348770
1,357590
1,347555
1,348817
1,352396
1,356909
1,359201
1,351577
1,353458
1,350617
1,370403
1,360460
1,363572
1,361927
1,352499
1,369298
1,357831
1,362233
1,356262
1,368747
1,363671
1,358695
1,359415
1,364325
1,367044
1,349109
1,348955
1,356839
1,352714
1,364477
1,353021
1,358529
1,362833
1,354370
1,359646
1,364445
1,351766
1,352545
1,377483
1,371203
1,371112
1,373490
1,380387
1,348200
1,353126
1,356511
1,349553
1,362372
1,354219
1,362332
1,355457
1,355813
1,348609
1,368186
1,373232
1,359732
1,362084
1,359933
1,364192
1,358421
1,361697
1,357078
1,363633
1,360349
1,357168
1,360020
1,374059
1,372949
1,366413
1,353223
1,360577
1,357468
1,476488
1,349299
1,369781
1,349178
1,358927
1,342673
1,354570
1,350034
1,360821
1,351118
1,370115
1,355901
1,365822
1,359042
1,352534
1,349177
1,356493
1,354337
1,352789
1,377145
1,358387
1,366194
1,361570
1,370995
1,374999
1,366375
1,369067
1,351792
1,361428
1,353668
1,346803
1,366400
1,358462
1,349734
1,359668
1,354077
1,347428
1,358248
1,351395
1,355994
1,359015
1,431152
1,358638
1,360896
1,354039
1,356417
1,358345
1,366662
1,355762
1,358790
1,380838
1,367927
1,366636
1,362515
1,371560
1,364107
1,358760
1,364072
1,363673
1,349905
1,349526
1,356283
1,350441
1,358261
1,360155
1,356240
1,355161
1,351599
1,356140
1,345965
1,355709
1,353138
1,363505
1,344184
1,355658
1,357951
1,357028
1,357250
1,374103
1,360259
1,369282
1,378661
1,375079
1,365612
1,358935
1,350791
1,361713
1,347419
1,354911
1,353264
1,341778
1,360969
1,353145
1,350918
1,351984
1,356465
1,357395
1,366359
1,357376
1,347748
1,362687
1,354201
1,352338
1,361301
1,370189
1,370263
1,362904
1,370605
1,366325
1,363985
1,359522
1,358440
1,355122
1,361528
1,357732
1,350597
1,355387
1,363393
1,349174
1,372059
1,362425
1,354355
1,365557
1,366474
1,358456
1,356716
