0,899668
0,894968
0,898253
0,899561
0,900679
1,287607
0,903845
0,903007
0,901073
0,905591
0,899407
0,900489
0,912857
0,896849
0,899995
0,899534
0,904051
0,892405
0,895318
0,892384
0,896682
0,902202
0,894025
0,896826
0,895048
0,891642
0,901237
0,896816
0,898959
0,907216
0,893266
0,895831
0,902723
0,898341
0,891158
0,896252
0,894688
0,906755
0,895455
0,894034
0,898283
0,901224
0,905023
0,902315
0,902142
0,900560
0,899750
0,912719
0,919352
1,087821
0,893889
0,887746
0,893637
0,897925
0,898789
0,906067
0,894695
0,899106
0,902913
0,904785
0,893255
0,890726
0,902243
0,895297
0,898054
0,899227
0,897482
0,908852
0,900012
0,898881
0,895695
0,901791
0,899269
0,929272
0,898436
0,904853
0,898006
0,899661
0,898922
0,895663
0,902212
0,900414
0,900094
0,902490
0,901670
0,905393
0,912254
0,900202
0,887298
0,894003
0,888391
0,895014
0,898509
0,891282
0,891455
0,894843
0,890644
0,896235
0,905289
0,891455
0,897934
0,905381
0,893430
0,894409
0,903553
0,905294
0,902408
0,884711
0,899101
0,903056
0,900202
0,903973
0,895902
0,897847
0,898154
0,900412
0,891796
0,898603
0,890804
0,899377
0,896989
0,906620
0,906821
0,908260
0,902986
0,902627
0,900462
0,902380
0,898700
0,892135
0,894426
0,893352
0,895468
0,897889
0,899056
0,899359
0,906784
0,898228
0,888989
0,904156
0,899344
0,898301
0,895049
0,892935
0,902728
0,894540
0,912656
0,888978
0,905833
0,900428
0,890083
0,896532
0,895350
0,905049
0,897165
0,895911
0,903449
0,917807
0,895851
0,907048
0,903685
0,903307
0,910454
0,906382
0,901560
0,905385
0,896984
0,901215
0,901744
0,890841
0,904016
0,896499
0,897994
0,916207
0,894694
0,898117
0,900020
0,893249
0,898835
0,908949
0,889651
0,891493
0,893439
0,899144
0,902181
0,897937
0,896908
0,897222
0,904329
0,906188
0,902188
0,900018
0,893614
0,898082
0,900924
0,898338
0,897934
0,903913
0,907666
0,901608
0,899077
0,910323
0,918506
0,901729
0,904090
0,897966
0,894693
0,901464
0,898984
0,891770
0,895319
0,897463
0,900230
0,903361
0,894757
0,905462
0,897699
0,896026
0,897799
0,900108
0,898113
0,900132
0,896074
0,896800
0,892598
0,897466
0,901587
0,898379
0,902309
0,899773
0,896588
0,892312
0,894661
0,916564
0,898732
0,903025
0,892353
0,898297
0,901793
0,902744
0,907824
0,904968
0,904432
0,908892
0,902805
0,892311
0,904689
0,893794
0,901499
0,898652
0,896586
0,900686
0,894824
0,898748
0,896223
0,900704
0,932039
0,901277
0,894151
0,884203
0,904127
0,904271
0,893057
0,896018
0,919984
0,926157
0,911491
0,899611
0,899759
0,900605
0,899584
0,904559
0,901067
0,903958
0,905437
0,898218
0,911462
0,909632
0,905788
0,897528
0,905443
0,903385
0,900205
0,897260
0,892894
0,897164
0,909247
0,892778
0,890402
0,900921
0,933748
0,898447
0,894294
